5.905925070941219701e+01,1.893475522457818272e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.582028650906310929e+01,9.418465045932980217e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.010693210939506912e+02,9.808653740007611077e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.334871982186536741e+02,8.403555604966747694e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.180812714376006909e+02,1.147436403576696620e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.968226244046428874e+01,2.181471921880360014e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.209819761036715988e+02,5.006475839178984444e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.806523169196782419e+01,2.206297776798997177e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.088901746809893467e+02,1.899035621176496704e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.234771008148826041e+02,2.585267896617493566e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.980411286440428853e+01,5.807731488921338503e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.911734934932560748e+02,5.654237624824615693e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.121929687989266711e+02,1.744247112347142377e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.004038833916247597e+01,9.310654305993845981e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.605790047122665101e+02,5.186097429509019463e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.487590980817984132e+01,9.076566946345845110e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469126422069426212e+02,2.028271362538652625e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.020442689677771853e+00,1.200883586927730562e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.280162422363015366e+02,5.940843728348753672e+01,0.000000000000000000e+00,1.000000000000000000e+00
5.566777408486284173e+01,1.716524143938473799e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.104175403624754495e+02,3.675387936463704097e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.178368805699342658e+02,8.512798759670856441e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.637733848199825815e+01,1.893508005254123248e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.004032208506184354e+00,1.203283046010756152e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.212403593614904196e+02,5.594777805759608214e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.013250113227868923e+02,1.441180954986251663e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.813030373157678454e+00,7.850881905642657443e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.030148942229571531e+02,5.806114311301043784e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.363144051730754995e+02,1.388929362870358375e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.922643167857517099e+00,2.435512146225199004e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.712198598264259131e+00,8.861652764787426406e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.905795555238614725e+01,3.951061786129489661e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.593995837522828367e+02,4.088064022682705634e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.077203408609441624e+02,5.127587631018168679e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.619674750535778571e+02,5.432147078678879915e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.836834457688877364e+01,1.401435883235697588e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.846087749488279073e+01,2.070792237641864517e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.669955465202939138e+00,2.156633179008755974e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.935612387844244608e+01,3.770751811738220738e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.108926258694029343e+01,2.190170887819967902e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.822434292998641183e+02,8.500952358130685127e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.587445584041562086e+01,2.074312744661339707e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.177933301461588940e+02,2.143765039214189017e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.953374107580947054e+02,1.879186829369818099e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.637805942957159289e+01,7.226795172373394394e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.124551623324037450e+02,1.827552942921911097e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.310080190138723992e+02,4.584635597953230501e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.252878211849036774e+02,1.901244185046763562e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.994291753076634848e+02,1.961649967691770087e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.023151081202076398e+02,1.046663454041028842e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.177704881208753136e+02,2.204935626690156596e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.058841916768612919e+02,1.881665833168583220e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.614503226058593270e+02,3.256495653977544436e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.633826533891776762e+02,4.525682746147104751e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.003109249250212258e+02,7.395111607824166100e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.032020840023705546e+02,1.127213846232023400e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.208590198963077569e+02,1.959553324616057637e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.248376915687091468e+02,2.143739224707722268e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.201611183333750432e+01,9.220703060252309058e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.067508156773550638e+02,4.464626465868653327e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.383399465917288751e+01,3.819922283295368715e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.300554623528050513e+01,1.496922742505750534e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.126689884621839965e+01,1.368303989016808941e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.289152840703628833e+01,1.462225949295017813e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.938489469735996806e+01,4.083972480243019731e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.692419501940484849e+01,1.676826762674905069e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.600987611148221959e+02,5.896673953973785842e+01,0.000000000000000000e+00,0.000000000000000000e+00
